Date,precip_in,tmean_c
2/1/2013,0.34,9
3/1/2013,0.78,12.44444444
4/1/2013,0.37,14.55555556
5/1/2013,0,15.66666667
6/1/2013,0.01,19.44444444
7/1/2013,0,22.88888889
8/1/2013,0,20.44444444
9/1/2013,0.19,19.16666667
10/1/2013,0.04,16.55555556
11/1/2013,0.65,13.72222222
12/1/2013,0.66,9.944444444
1/1/2014,0.11,13.5
2/1/2014,4.12,10.77777778
3/1/2014,2.94,13
4/1/2014,1.47,13.33333333
5/1/2014,0,17.05555556
6/1/2014,0,19.61111111
7/1/2014,0,22.94444444
8/1/2014,0,21.61111111
9/1/2014,0.2,21.05555556
10/1/2014,0.11,19.33333333
11/1/2014,2.18,14.11111111
12/1/2014,9.79,10.72222222
1/1/2015,0,11.83333333
2/1/2015,3.42,13.5
3/1/2015,0.43,14.83333333
4/1/2015,1.14,13.05555556
5/1/2015,0.57,13.88888889
6/1/2015,0,20.77777778
7/1/2015,0.01,21.5
8/1/2015,0.04,21.61111111
9/1/2015,0,21.94444444
10/1/2015,0.29,19.55555556
11/1/2015,3.39,11.22222222
12/1/2015,4.03,8
1/1/2016,6.48,9.5
2/1/2016,1.45,13
3/1/2016,6.76,12.16666667
4/1/2016,1.52,13.77777778
5/1/2016,0.48,15.55555556
6/1/2016,0,21.11111111
7/1/2016,0,22.38888889
8/1/2016,0,21.66666667
9/1/2016,0,20.83333333
10/1/2016,5.72,16
11/1/2016,1.93,13.33333333
12/1/2016,2.86,8.666666667
1/1/2017,13.88,7.611111111
2/1/2017,8.81,9.833333333
3/1/2017,2.73,12.38888889
4/1/2017,2.46,12.33333333
5/1/2017,0.01,16.44444444
6/1/2017,0.08,20.27777778
7/1/2017,0,24.05555556
8/1/2017,0,23
9/1/2017,0.04,21.44444444
10/1/2017,0.2,18.33333333
11/1/2017,3.37,13.22222222
12/1/2017,0.09,11.44444444
1/1/2018,4.05,11.27777778
2/1/2018,0.25,10.55555556
3/1/2018,5.96,10
4/1/2018,1.93,12.94444444
5/1/2018,0.02,14.61111111
6/1/2018,0,19.11111111
7/1/2018,0,24.22222222
8/1/2018,0,22
9/1/2018,0,20.38888889
10/1/2018,0.04,17.88888889
11/1/2018,4.95,15.44444444
12/1/2018,2.1,9.611111111
1/1/2019,6.22,10.33333333
2/1/2019,8.88,6.666666667
3/1/2019,3.93,10.16666667
4/1/2019,0.24,14.72222222
5/1/2019,2.4,13.61111111
6/1/2019,0,20.55555556
7/1/2019,0.01,21.72222222
8/1/2019,0,22.55555556
9/1/2019,0.13,20.27777778
10/1/2019,0,17.16666667
11/1/2019,1.18,14.88888889
12/1/2019,5.97,9.611111111
1/1/2020,1.34,9.388888889
2/1/2020,0,12.11111111
3/1/2020,3.68,9.944444444
4/1/2020,2.34,13.27777778
5/1/2020,0.65,17.22222222
6/1/2020,0,20.27777778
7/1/2020,0,22
